Ano 2017;;;
;;;
Matricula;Mês/Ano;Lançamento;Valor
4236;11;AO;94,6
4336;11;VR;26,7
4336;11;AM;182
4342;11;VR;26,7
4342;11;AM;182
4373;11;VT;135
4373;11;VR;26,7
4373;11;AM;182
4472;11;VT;270
4472;11;VR;26,7
4472;11;AM;182
4483;11;VT;270
4483;11;VR;26,7
4483;11;AM;182
4503;11;VT;135
4503;11;VR;26,7
4503;11;AM;182
4542;11;VT;135
4542;11;VR;26,7
4542;11;AM;182
4542;11;AO;94,6
4549;11;VT;270
4549;11;VR;26,7
4549;11;AM;182
4662;11;VT;270
4662;11;VR;26,7
4662;11;AM;182
4670;11;VT;135
4670;11;VR;26,7
4806;11;VT;135
4806;11;VR;26,7
4806;11;AM;182
4942;11;VT;135
4942;11;VR;26,7
4942;11;AM;182
4951;11;VT;270
4951;11;VR;26,7
4988;11;VR;26,7
4997;11;VT;135
4997;11;VR;26,7
4997;11;AM;182
5039;11;VT;270
5039;11;VR;26,7
5053;11;VT;270
5053;11;VR;26,7
5053;11;AM;182
5059;11;VT;135
5059;11;VR;26,7
5059;11;AM;182
5059;11;VT;135
5059;11;VR;26,7
5059;11;AM;182
3714;11;VT;135
3714;11;VR;26,7
3023;12;VT;135
3023;12;VR;26,7
3023;12;AM;182
3053;12;VT;135
3053;12;VR;26,7
3053;12;AM;182
3090;12;VR;26,7
3090;12;AM;182
3090;12;AO;94,6
3120;12;VT;135
3120;12;VR;26,7
3120;12;AM;182
3124;12;VT;270
3124;12;VR;26,7
3136;12;VR;26,7
3136;12;AM;182
3136;12;AO;94,6
3164;12;VT;135
3164;12;VR;26,7
3171;12;VT;270
3171;12;VR;26,7
3171;12;AM;182
3233;12;VT;135
3233;12;VR;26,7
3253;12;VT;270
3253;12;VR;26,7
3253;12;AM;182
3280;12;VT;270
3280;12;VR;26,7
3280;12;AM;182
3293;12;VT;135
3293;12;VR;26,7
3293;12;AM;182
3293;12;AO;94,6
3389;12;VT;270
3389;12;VR;26,7
3389;12;AM;182
3401;12;VR;26,7
3401;12;AM;182
3401;12;AO;94,6
3462;12;VT;135
3462;12;VR;26,7
3462;12;AM;182
3483;12;VT;270
3483;12;VR;26,7
3483;12;AM;182
3521;12;VT;135
3521;12;VR;26,7
3571;12;VT;270
3571;12;VR;26,7
3571;12;AM;182
3573;12;VT;270
3573;12;VR;26,7
3573;12;AM;182
3582;12;VT;135
3582;12;VR;26,7
3686;12;VT;135
3686;12;VR;26,7
3686;12;AM;182
3694;12;VT;270
3694;12;VR;26,7
3694;12;AM;182
3714;12;VT;135
3714;12;VR;26,7
3721;12;VT;270
3721;12;VR;26,7
3721;12;AM;182
3746;12;VT;135
3746;12;VR;26,7
3746;12;AM;182
3748;12;VT;270
3748;12;VR;26,7
3810;12;VT;270
3810;12;VR;26,7
3810;12;AM;182
3838;12;VT;135
3838;12;VR;26,7
3838;12;AM;182
3877;12;VT;270
3877;12;VR;26,7
3877;12;AM;182
3926;12;VT;135
3926;12;VR;26,7
3926;12;AM;182
3944;12;VT;135
3944;12;VR;26,7
3944;12;AM;182
3944;12;AO;94,6
3971;12;VT;135
3971;12;VR;26,7
3971;12;AM;182
4118;12;VT;270
4118;12;VR;26,7
4118;12;AM;182
4170;12;VT;135
4170;12;VR;26,7
4170;12;AM;182
4236;12;VT;135
4236;12;VR;26,7
4236;12;AM;182
4236;12;AO;94,6
4336;12;VR;26,7
4336;12;AM;182
4342;12;VR;26,7
4342;12;AM;182
4373;12;VT;135
4373;12;VR;26,7
4373;12;AM;182
4472;12;VT;270
4472;12;VR;26,7
4472;12;AM;182
4483;12;VT;270
4483;12;VR;26,7
4483;12;AM;182
4503;12;VT;135
4503;12;VR;26,7
4503;12;AM;182
4542;12;VT;135
4542;12;VR;26,7
4542;12;AM;182
4542;12;AO;94,6
4549;12;VT;270
4549;12;VR;26,7
4549;12;AM;182
4662;12;VT;270
4662;12;VR;26,7
4662;12;AM;182
4670;12;VT;135
4670;12;VR;26,7
4806;12;VT;135
4806;12;VR;26,7
4806;12;AM;182
4942;12;VT;135
4942;12;VR;26,7
4942;12;AM;182
4951;12;VT;270
4951;12;VR;26,7
4988;12;VR;26,7
4997;12;VT;135
4997;12;VR;26,7
4997;12;AM;182
5039;12;VT;270
5039;12;VR;26,7
5053;12;VT;270
5053;12;VR;26,7
5053;12;AM;182
5059;12;VT;135
5059;12;VR;26,7
5059;12;AM;182
3971;12;VT;135
3971;12;VR;26,7
3971;12;AM;182
3686;12;VT;135
3686;12;VR;26,7
3686;12;AM;182
3483;12;VT;270
3483;12;VR;26,7
3483;12;AM;182
