Ano 2018;;;
;;;
Matricula;Mês/Ano;Lançamento;Valor
4342;8;VR;26,7
4342;8;AM;182
4373;8;VT;135
4373;8;VR;26,7
4373;8;AM;182
4472;8;VT;270
4472;8;VR;26,7
4472;8;AM;182
4483;8;VT;270
4483;8;VR;26,7
4483;8;AM;182
4503;8;VT;135
4503;8;VR;26,7
4503;8;AM;182
4542;8;VT;135
4542;8;VR;26,7
4542;8;AM;182
4542;8;AO;94,6
4549;8;VT;270
4549;8;VR;26,7
4549;8;AM;182
4662;8;VT;270
4662;8;VR;26,7
4662;8;AM;182
4670;8;VT;135
4670;8;VR;26,7
4751;8;VT;270
4751;8;VR;26,7
4751;8;AM;182
4806;8;VT;135
4806;8;VR;26,7
4806;8;AM;182
4942;8;VT;135
4942;8;VR;26,7
4942;8;AM;182
4951;8;VT;270
4951;8;VR;26,7
4988;8;VR;26,7
4993;8;VT;135
4993;8;VR;26,7
4993;8;AM;182
4997;8;VT;135
4997;8;VR;26,7
4997;8;AM;182
5039;8;VT;270
5039;8;VR;26,7
5053;8;VT;270
5053;8;VR;26,7
5053;8;AM;182
5059;8;VT;135
5059;8;VR;26,7
5059;8;AM;182
5070;8;VT;270
5070;8;VR;26,7
3023;9;VT;135
3023;9;VR;26,7
3023;9;AM;182
3053;9;VT;135
3053;9;VR;26,7
3053;9;AM;182
3090;9;VR;26,7
3090;9;AM;182
3090;9;AO;94,6
3120;9;VT;135
3120;9;VR;26,7
3120;9;AM;182
3124;9;VT;270
3124;9;VR;26,7
3132;9;VT;270
3132;9;VR;26,7
3132;9;AM;182
3136;9;VR;26,7
3136;9;AM;182
3136;9;AO;94,6
3164;9;VT;135
3164;9;VR;26,7
3171;9;VT;270
3171;9;VR;26,7
3171;9;AM;182
3233;9;VT;135
3233;9;VR;26,7
3237;9;VT;270
3237;9;VR;26,7
3237;9;AM;182
3253;9;VT;270
3253;9;VR;26,7
3253;9;AM;182
3280;9;VT;270
3280;9;VR;26,7
3280;9;AM;182
3293;9;VT;135
3293;9;VR;26,7
3293;9;AM;182
3293;9;AO;94,6
3374;9;VR;26,7
3374;9;AM;182
3374;9;AO;94,6
3389;9;VT;270
3389;9;VR;26,7
3389;9;AM;182
3401;9;VR;26,7
3401;9;AM;182
3401;9;AO;94,6
3462;9;VT;135
3462;9;VR;26,7
3462;9;AM;182
3483;9;VT;270
3483;9;VR;26,7
3483;9;AM;182
3495;9;VT;135
3495;9;VR;26,7
3495;9;AM;182
3521;9;VT;135
3521;9;VR;26,7
3534;9;VT;135
3534;9;VR;26,7
3534;9;AM;182
3534;9;AO;94,6
3571;9;VT;270
3571;9;VR;26,7
3571;9;AM;182
3573;9;VT;270
3573;9;VR;26,7
3573;9;AM;182
3582;9;VT;135
3582;9;VR;26,7
3686;9;VT;135
3686;9;VR;26,7
3686;9;AM;182
3694;9;VT;270
3694;9;VR;26,7
3694;9;AM;182
3714;9;VT;135
3714;9;VR;26,7
3716;9;VT;135
3716;9;VR;26,7
3716;9;AM;182
3721;9;VT;270
3721;9;VR;26,7
3721;9;AM;182
3746;9;VT;135
3746;9;VR;26,7
3746;9;AM;182
3748;9;VT;270
3748;9;VR;26,7
3810;9;VT;270
3810;9;VR;26,7
3810;9;AM;182
3838;9;VT;135
3838;9;VR;26,7
3838;9;AM;182
3877;9;VT;270
3877;9;VR;26,7
3877;9;AM;182
3926;9;VT;135
3926;9;VR;26,7
3926;9;AM;182
3944;9;VT;135
3944;9;VR;26,7
3944;9;AM;182
3944;9;AO;94,6
3971;9;VT;135
3971;9;VR;26,7
3971;9;AM;182
4118;9;VT;270
4118;9;VR;26,7
4118;9;AM;182
4170;9;VT;135
4170;9;VR;26,7
4170;9;AM;182
4236;9;VT;135
4236;9;VR;26,7
4236;9;AM;182
4236;9;AO;94,6
4336;9;VR;26,7
4336;9;AM;182
4342;9;VR;26,7
4342;9;AM;182
4373;9;VT;135
4373;9;VR;26,7
4373;9;AM;182
4472;9;VT;270
4472;9;VR;26,7
4472;9;AM;182
4483;9;VT;270
4483;9;VR;26,7
4483;9;AM;182
4503;9;VT;135
4503;9;VR;26,7
4503;9;AM;182
4542;9;VT;135
4542;9;VR;26,7
4542;9;AM;182
4542;9;AO;94,6
4549;9;VT;270
4549;9;VR;26,7
4549;9;AM;182
4662;9;VT;270
4662;9;VR;26,7
4662;9;AM;182
4670;9;VT;135
4670;9;VR;26,7
4751;9;VT;270
4751;9;VR;26,7
4751;9;AM;182
4806;9;VT;135
4806;9;VR;26,7
4806;9;AM;182
4942;9;VT;135
4942;9;VR;26,7
4942;9;AM;182
4951;9;VT;270
4951;9;VR;26,7
4988;9;VR;26,7
4993;9;VT;135
4993;9;VR;26,7
4993;9;AM;182
4997;9;VT;135
4997;9;VR;26,7
4997;9;AM;182
5039;9;VT;270
5039;9;VR;26,7
5053;9;VT;270
5053;9;VR;26,7
5053;9;AM;182
5059;9;VT;135
5059;9;VR;26,7
5059;9;AM;182
5070;9;VT;270
5070;9;VR;26,7
3374;9;VR;26,7
3374;9;AM;182
3374;9;AO;94,6
3023;10;VT;135
3023;10;VR;26,7
3023;10;AM;182
3053;10;VT;135
3053;10;VR;26,7
3053;10;AM;182
3090;10;VR;26,7
3090;10;AM;182
3090;10;AO;94,6
3120;10;VT;135
3120;10;VR;26,7
3120;10;AM;182
3124;10;VT;270
3124;10;VR;26,7
3132;10;VT;270
3132;10;VR;26,7
3132;10;AM;182
3136;10;VR;26,7
3136;10;AM;182
3136;10;AO;94,6
3164;10;VT;135
3164;10;VR;26,7
3171;10;VT;270
3171;10;VR;26,7
3171;10;AM;182
3233;10;VT;135
3233;10;VR;26,7
3237;10;VT;270
3237;10;VR;26,7
3237;10;AM;182
3253;10;VT;270
3253;10;VR;26,7
3253;10;AM;182
3280;10;VT;270
3280;10;VR;26,7
3280;10;AM;182
3293;10;VT;135
3293;10;VR;26,7
3293;10;AM;182
3293;10;AO;94,6
3374;10;VR;26,7
3374;10;AM;182
3374;10;AO;94,6
3389;10;VT;270
3389;10;VR;26,7
3389;10;AM;182
3401;10;VR;26,7
3401;10;AM;182
3401;10;AO;94,6
3462;10;VT;135
3462;10;VR;26,7
3462;10;AM;182
3483;10;VT;270
3483;10;VR;26,7
3483;10;AM;182
3495;10;VT;135
3495;10;VR;26,7
3495;10;AM;182
3521;10;VT;135
3521;10;VR;26,7
3534;10;VT;135
3534;10;VR;26,7
3534;10;AM;182
3534;10;AO;94,6
3571;10;VT;270
3571;10;VR;26,7
3571;10;AM;182
3573;10;VT;270
3573;10;VR;26,7
3573;10;AM;182
3582;10;VT;135
3582;10;VR;26,7
3683;10;VR;26,7
3683;10;AM;182
3686;10;VT;135
3686;10;VR;26,7
3686;10;AM;182
3694;10;VT;270
3694;10;VR;26,7
3694;10;AM;182
3714;10;VT;135
3714;10;VR;26,7
3716;10;VT;135
3716;10;VR;26,7
3716;10;AM;182
3721;10;VT;270
3721;10;VR;26,7
3721;10;AM;182
3746;10;VT;135
3746;10;VR;26,7
3746;10;AM;182
3748;10;VT;270
3748;10;VR;26,7
3810;10;VT;270
3810;10;VR;26,7
3810;10;AM;182
3838;10;VT;135
3838;10;VR;26,7
3838;10;AM;182
3877;10;VT;270
3877;10;VR;26,7
3877;10;AM;182
3926;10;VT;135
3926;10;VR;26,7
3926;10;AM;182
3944;10;VT;135
3944;10;VR;26,7
3944;10;AM;182
3944;10;AO;94,6
3971;10;VT;135
3971;10;VR;26,7
3971;10;AM;182
4118;10;VT;270
4118;10;VR;26,7
4118;10;AM;182
4170;10;VT;135
4170;10;VR;26,7
4170;10;AM;182
4236;10;VT;135
4236;10;VR;26,7
4236;10;AM;182
4236;10;AO;94,6
4336;10;VR;26,7
4336;10;AM;182
4342;10;VR;26,7
4342;10;AM;182
4373;10;VT;135
4373;10;VR;26,7
4373;10;AM;182
4472;10;VT;270
4472;10;VR;26,7
4472;10;AM;182
4483;10;VT;270
4483;10;VR;26,7
4483;10;AM;182
4503;10;VT;135
4503;10;VR;26,7
4503;10;AM;182
4542;10;VT;135
4542;10;VR;26,7
4542;10;AM;182
4542;10;AO;94,6
4549;10;VT;270
4549;10;VR;26,7
4549;10;AM;182
4662;10;VT;270
4662;10;VR;26,7
4662;10;AM;182
4670;10;VT;135
4670;10;VR;26,7
4751;10;VT;270
4751;10;VR;26,7
4751;10;AM;182
4806;10;VT;135
4806;10;VR;26,7
4806;10;AM;182
4942;10;VT;135
4942;10;VR;26,7
4942;10;AM;182
4951;10;VT;270
4951;10;VR;26,7
4988;10;VR;26,7
4993;10;VT;135
4993;10;VR;26,7
4993;10;AM;182
4997;10;VT;135
4997;10;VR;26,7
4997;10;AM;182
5028;10;VT;135
5028;10;VR;26,7
5028;10;AM;182
5039;10;VT;270
5039;10;VR;26,7
5053;10;VT;270
5053;10;VR;26,7
5053;10;AM;182
5059;10;VT;135
5059;10;VR;26,7
5059;10;AM;182
5070;10;VT;270
5070;10;VR;26,7
3683;10;VR;26,7
3683;10;AM;182
5028;10;VT;135
5028;10;VR;26,7
5028;10;AM;182
3023;11;VT;135
3023;11;VR;26,7
3023;11;AM;182
3053;11;VT;135
3053;11;VR;26,7
3053;11;AM;182
3090;11;VR;26,7
3090;11;AM;182
3090;11;AO;94,6
3120;11;VT;135
3120;11;VR;26,7
3120;11;AM;182
3124;11;VT;270
3124;11;VR;26,7
3132;11;VT;270
3132;11;VR;26,7
3132;11;AM;182
3136;11;VR;26,7
3136;11;AM;182
3136;11;AO;94,6
3164;11;VT;135
3164;11;VR;26,7
3171;11;VT;270
3171;11;VR;26,7
3171;11;AM;182
3233;11;VT;135
3233;11;VR;26,7
3237;11;VT;270
3237;11;VR;26,7
3237;11;AM;182
3253;11;VT;270
3253;11;VR;26,7
3253;11;AM;182
3280;11;VT;270
3280;11;VR;26,7
3280;11;AM;182
3293;11;VT;135
3293;11;VR;26,7
3293;11;AM;182
3293;11;AO;94,6
3374;11;VR;26,7
3374;11;AM;182
3374;11;AO;94,6
3389;11;VT;270
3389;11;VR;26,7
3389;11;AM;182
3401;11;VR;26,7
3401;11;AM;182
3401;11;AO;94,6
3462;11;VT;135
3462;11;VR;26,7
3462;11;AM;182
3483;11;VT;270
3483;11;VR;26,7
3483;11;AM;182
3495;11;VT;135
3495;11;VR;26,7
3495;11;AM;182
3521;11;VT;135
3521;11;VR;26,7
3534;11;VT;135
3534;11;VR;26,7
3534;11;AM;182
3534;11;AO;94,6
3571;11;VT;270
3571;11;VR;26,7
3571;11;AM;182
3573;11;VT;270
3573;11;VR;26,7
3573;11;AM;182
3582;11;VT;135
3582;11;VR;26,7
3683;11;VR;26,7
3683;11;AM;182
3686;11;VT;135
3686;11;VR;26,7
3686;11;AM;182
3694;11;VT;270
3694;11;VR;26,7
3694;11;AM;182
3714;11;VT;135
3714;11;VR;26,7
3716;11;VT;135
3716;11;VR;26,7
3716;11;AM;182
3721;11;VT;270
3721;11;VR;26,7
3721;11;AM;182
3746;11;VT;135
3746;11;VR;26,7
3746;11;AM;182
3748;11;VT;270
3748;11;VR;26,7
3810;11;VT;270
3810;11;VR;26,7
3810;11;AM;182
3838;11;VT;135
3838;11;VR;26,7
3838;11;AM;182
3877;11;VT;270
3877;11;VR;26,7
3877;11;AM;182
3926;11;VT;135
3926;11;VR;26,7
3926;11;AM;182
3944;11;VT;135
3944;11;VR;26,7
3944;11;AM;182
3944;11;AO;94,6
3971;11;VT;135
3971;11;VR;26,7
3971;11;AM;182
4118;11;VT;270
4118;11;VR;26,7
4118;11;AM;182
4170;11;VT;135
4170;11;VR;26,7
4170;11;AM;182
4236;11;VT;135
4236;11;VR;26,7
4236;11;AM;182
4236;11;AO;94,6
4336;11;VR;26,7
4336;11;AM;182
4342;11;VR;26,7
4342;11;AM;182
4373;11;VT;135
4373;11;VR;26,7
4373;11;AM;182
4472;11;VT;270
4472;11;VR;26,7
4472;11;AM;182
4474;11;VT;135
4474;11;VR;26,7
4474;11;AM;182
4483;11;VT;270
4483;11;VR;26,7
4483;11;AM;182
4503;11;VT;135
4503;11;VR;26,7
4503;11;AM;182
4542;11;VT;135
4542;11;VR;26,7
4542;11;AM;182
4542;11;AO;94,6
4549;11;VT;270
4549;11;VR;26,7
4549;11;AM;182
4584;11;VT;135
4584;11;VR;26,7
4584;11;AM;182
4662;11;VT;270
4662;11;VR;26,7
4662;11;AM;182
4670;11;VT;135
4670;11;VR;26,7
4751;11;VT;270
4751;11;VR;26,7
4751;11;AM;182
4806;11;VT;135
4806;11;VR;26,7
4806;11;AM;182
4942;11;VT;135
4942;11;VR;26,7
4942;11;AM;182
4951;11;VT;270
4951;11;VR;26,7
4988;11;VR;26,7
4993;11;VT;135
4993;11;VR;26,7
4993;11;AM;182
4997;11;VT;135
4997;11;VR;26,7
4997;11;AM;182
5028;11;VT;135
5028;11;VR;26,7
5028;11;AM;182
5039;11;VT;270
5039;11;VR;26,7
5053;11;VT;270
5053;11;VR;26,7
5053;11;AM;182
5059;11;VT;135
5059;11;VR;26,7
5059;11;AM;182
5070;11;VT;270
5070;11;VR;26,7
4474;11;VT;135
4474;11;VR;26,7
4474;11;AM;182
4584;11;VT;135
4584;11;VR;26,7
4584;11;AM;182
3023;12;VT;135
3023;12;VR;26,7
3023;12;AM;182
3053;12;VT;135
3053;12;VR;26,7
3053;12;AM;182
3090;12;VR;26,7
3090;12;AM;182
3090;12;AO;94,6
3120;12;VT;135
3120;12;VR;26,7
3120;12;AM;182
3124;12;VT;270
3124;12;VR;26,7
3132;12;VT;270
3132;12;VR;26,7
3132;12;AM;182
3136;12;VR;26,7
3136;12;AM;182
3136;12;AO;94,6
3164;12;VT;135
3164;12;VR;26,7
3171;12;VT;270
3171;12;VR;26,7
3171;12;AM;182
3233;12;VT;135
3233;12;VR;26,7
3237;12;VT;270
3237;12;VR;26,7
3237;12;AM;182
3253;12;VT;270
3253;12;VR;26,7
3253;12;AM;182
3280;12;VT;270
3280;12;VR;26,7
3280;12;AM;182
3293;12;VT;135
3293;12;VR;26,7
3293;12;AM;182
3293;12;AO;94,6
3374;12;VR;26,7
3374;12;AM;182
3374;12;AO;94,6
3389;12;VT;270
3389;12;VR;26,7
3389;12;AM;182
3401;12;VR;26,7
3401;12;AM;182
3401;12;AO;94,6
3462;12;VT;135
3462;12;VR;26,7
3462;12;AM;182
3483;12;VT;270
3483;12;VR;26,7
3483;12;AM;182
3495;12;VT;135
3495;12;VR;26,7
3495;12;AM;182
3521;12;VT;135
3521;12;VR;26,7
3534;12;VT;135
3534;12;VR;26,7
3534;12;AM;182
3534;12;AO;94,6
3571;12;VT;270
3571;12;VR;26,7
3571;12;AM;182
3573;12;VT;270
3573;12;VR;26,7
3573;12;AM;182
3582;12;VT;135
3582;12;VR;26,7
3683;12;VR;26,7
3683;12;AM;182
3686;12;VT;135
3686;12;VR;26,7
3686;12;AM;182
3694;12;VT;270
3694;12;VR;26,7
3694;12;AM;182
3714;12;VT;135
3714;12;VR;26,7
3716;12;VT;135
3716;12;VR;26,7
3716;12;AM;182
3721;12;VT;270
3721;12;VR;26,7
3721;12;AM;182
3746;12;VT;135
3746;12;VR;26,7
3746;12;AM;182
3748;12;VT;270
3748;12;VR;26,7
3810;12;VT;270
3810;12;VR;26,7
3810;12;AM;182
3838;12;VT;135
3838;12;VR;26,7
3838;12;AM;182
3877;12;VT;270
3877;12;VR;26,7
3877;12;AM;182
3926;12;VT;135
3926;12;VR;26,7
3926;12;AM;182
3944;12;VT;135
3944;12;VR;26,7
3944;12;AM;182
3944;12;AO;94,6
3971;12;VT;135
3971;12;VR;26,7
3971;12;AM;182
4118;12;VT;270
4118;12;VR;26,7
4118;12;AM;182
4170;12;VT;135
4170;12;VR;26,7
4170;12;AM;182
4219;12;VT;270
4219;12;VR;26,7
4219;12;AM;182
4236;12;VT;135
4236;12;VR;26,7
4236;12;AM;182
4236;12;AO;94,6
4336;12;VR;26,7
4336;12;AM;182
4342;12;VR;26,7
4342;12;AM;182
4373;12;VT;135
4373;12;VR;26,7
4373;12;AM;182
4472;12;VT;270
4472;12;VR;26,7
4472;12;AM;182
4474;12;VT;135
4474;12;VR;26,7
4474;12;AM;182
4483;12;VT;270
4483;12;VR;26,7
4483;12;AM;182
4503;12;VT;135
4503;12;VR;26,7
4503;12;AM;182
4542;12;VT;135
4542;12;VR;26,7
4542;12;AM;182
4542;12;AO;94,6
4549;12;VT;270
4549;12;VR;26,7
4549;12;AM;182
4584;12;VT;135
4584;12;VR;26,7
4584;12;AM;182
4662;12;VT;270
4662;12;VR;26,7
4662;12;AM;182
4670;12;VT;135
4670;12;VR;26,7
4751;12;VT;270
4751;12;VR;26,7
4751;12;AM;182
4806;12;VT;135
4806;12;VR;26,7
4806;12;AM;182
4942;12;VT;135
4942;12;VR;26,7
4942;12;AM;182
4951;12;VT;270
4951;12;VR;26,7
4988;12;VR;26,7
4993;12;VT;135
4993;12;VR;26,7
4993;12;AM;182
4997;12;VT;135
4997;12;VR;26,7
4997;12;AM;182
5028;12;VT;135
5028;12;VR;26,7
5028;12;AM;182
5039;12;VT;270
5039;12;VR;26,7
5053;12;VT;270
5053;12;VR;26,7
5053;12;AM;182
5059;12;VT;135
5059;12;VR;26,7
5059;12;AM;182
5070;12;VT;270
5070;12;VR;26,7
4219;12;VT;270
4219;12;VR;26,7
4219;12;AM;182
